from    to      from    to	    capacity	    admitance	    voltage_src	    voltage_dst
TRE	    ROG     104	     89	    824	            0,083472	    400             400
ROG	    PIO      89	     76	    568	            0,072411	    220             220
ANI	    JOA       3	     35	    576	            0,16129	        220             220
HCZ	    JOA      31	     35	    576	            0,16129	        220             220
WRZ	    JOA     109	     35	    576	            0,16129	        220             220
BEK	    ROG       5	     89	    1284            0,353357	    220             220
SKA	    TAW      95	    101	    500	            0,001748	    400             400
SKA	    RZE      95	     92	    400	            0,011274	    400             400
SKA	    WAN      95	    105	    1188            0,099749	    220             220
SKA	    KLA      95	     40	    710	            0,001155	    220             220
WAN	    LUA     105	     55	    610	            0,011197	    220             220
LUA	    KLA      55	     40	    610	            0,01	        220             220
KLA	    ATA      40	      4	    1420            0,001	        220             220
KLA	    PEL      40	     74	    327	            0,04717	        220             220
TAW	    KRI     101	     47	    400	            0,034953	    400             400
TAW	    RZE     101	     92	    400	            0,034953	    400             400
TAW	    KLA     101	     40	    500	            0,006758	    400	            400
KRI	    RZE      47	     92	    400	            0,034953	    400	            400
BGC	    CHM       6	     13	    610	            0,001301	    220	            220
RZE	    PEL      92	     74	    400	            0,011	        400	            400
KIE	    PEL      39	     74	    400	            0,002	        400	            400
KIE	    KPK      39	     45	    932	            0,138313	    220	            220
KIE	    RAD      39	     87	    610	            0,001544	    220	            220
KIE	    ROZ      39	     91	    764	            0,033245	    220	            220
KPK	    RAD      45	     87	    510	            0,010787	    220	            220
RAD	    PEL      87	     74	    510	            0,002	        220	            220
PEL	    OSC      74	     67	    1758            0,084795	    400	            400
PEL	    CHM      74	     13	    632	            0,04985	        220	            220
CHM	    STW      13	     99	    510	            0,002619	    220	            220
OSC	    KOZ      67	     44	    800	            0,029155	    400	            400
STW	    ABR      99	      1	    710	            0,001259	    220	            220
ROZ	    PUL      91	     86	    510	            0,001476	    220	            220
ROZ	    KOZ      91	     44	    1647            0,059731	    220	            220
KOZ	    LSY      44	     54	    500	            0,001703	    400	            400
KOZ	    PUL      44	     86	    1003            0,092366	    220	            220
PUL	    ABR      86	      1	    576	            0,042445	    220	            220
ABR	    MKR       1	     58	    694	            0,029386	    220	            220
MKR	    CHS      58	     14	    610	            0,002195	    220	            220
MKR	    ZAM      58	    111	    610	            0,009231	    220	            220
ANI	    WRZ       3	    109	    610	            0,009127	    220	            220
BIR	    KOM       7	     41	    1188            0,033277	    220	            220
PIA	    KOZ      75	     44	    1404            0,026995	    220	            220
    
1	    ABR     ABRx
2	    ADA     ADAx
3	    ANI     ANIx
4	    ATA     ATAx
5	    BEK     BEKx
6	    BGC     BGCx
7	    BIR     BIRx
8	    BLA     BLAx
9	    BOG     BOGx
10	    BUJ     BUJx
11	    BYC     BYCx
12	    BYD     BYDx
13	    CHM     CHMx
14	    CHS     CHSx
15	    CPC     CPCx
16	    CRN     CRNx
17	    CZE     CZEx
18	    CZT     CZTx
19	    DBN     DBNx
20	    DUN     DUNx
21	    EKB     EKBx
22	    ELK     ELKx
23	    GBL     GBLx
24	    GDA     GDAx
25	    GDP     GDPx
26	    GLN     220
27	    GOR     GORx
28	    GRO     GROx
29	    GRU     GRUx
30	    HAL     HALx
31	    HCZ     HCZx
32	    JAM     JAMx
33	    JAN     JANx
34	    JAS     JASx
35	    JOA     JOAx
36	    KAT     KATx
37	    KED     KEDx
38	    KHK     KHKx
39	    KIE     KIEx
40	    KLA     KLAx
41	    KOM     KOMx
42	    KON     KONx
43	    KOP     KOPx
44	    KOZ     KOZx
45	    KPK     KPKx
46	    KRA     KRAx
47	    KRI     KRIx
48	    KRM     KRMx
49	    LAG     LAGx
50	    LES     LESx
51	    LMS     LMSx
52	    LOS     LOSx
53	    LSN     LSNx
54	    LSY     LSYx
55	    LUA     LUAx
56	    MIK     MIKx
57	    MIL     MILx
58	    MKR     MKRx
59	    MON     220
60	    MOR     MORx
61	    MOS     MOSx
62	    MSK     MSKx
63	    NAR     NARx
64	    OLM     OLMx
65	    OLS     OLSx
66	    OLT     OLTx
67	    OSC     OSCx
68	    OSR     OSRx
69	    OST     OSTx
70	    PAB     PABx
71	    PAS     PASx
72	    PAT     PATx
73	    PDE     PDEx
74	    PEL     PELx
75	    PIA     PIAx
76	    PIO     PIOx
77	    PKW     PKWx
78	    PLC     220
79	    PLE     PLEx
80	    PLO     PLOx
81	    PLP     PLPx
82	    POL     POLx
83	    PPD     PPDx
84	    PRB     PRBx
85	    PRG     PRGx
86	    PUL     PULx
87	    RAD     RADx
88	    REC     220
89	    ROG     ROGx
90	    ROK     ROKx
91	    ROZ     ROZx
92	    RZE     RZEx
93	    SDU     SDUx
94	    SIE     SIEx
95	    SKA     SKAx
96	    SLK     SLKx
97	    SOC     SOCx
98	    STN     STNx
99	    STW     STWx
100	    SWI     SWIx
101	    TAW     TAWx
102	    TCN     TCNx
103	    TEL     TELx
104	    TRE     TREx
105	    WAN     WANx
106	    WIE     WIEx
107	    WLA     WLAx
108	    WRC     WRCx
109	    WRZ     WRZx
110	    WTO     WTOx
111	    ZAM     ZAMx
112	    ZBK     ZBKx
113	    ZDK     ZDKx
114	    ZGI     ZGIx
115	    ZRC     ZRCx
116	    ZUK     ZUKx
117	    ZYD     ZYDx


